city,state,latitude,longitude
Sherwood,OH,39.0853,-84.3608
Sherwood,OR,45.3594,-122.8427
Sherwood,TN,35.0749,-85.9259
Shevlin,MN,47.5302,-95.2595
Shickley,NE,40.4165,-97.7241
Shickshinny,PA,41.1535,-76.1501
Shillington,PA,40.3029,-75.9670
Shiloh,GA,32.8115,-84.6989
Shiloh,IL,38.5534,-89.9161
Shiloh,NC,36.2584,-76.0432
Shiloh,NJ,39.4595,-75.2970
Shiloh,OH,40.9695,-82.6016
Shiloh,TN,35.1104,-88.3638
Shiner,TX,29.4332,-97.1734
Shingle Springs,CA,38.6665,-120.9371
Shinglehouse,PA,41.9662,-78.1907
Shingleton,MI,46.3512,-86.4823
Shingletown,CA,40.5035,-121.8600
Shinnston,WV,39.3923,-80.2989
Shiocton,WI,44.4449,-88.5768
Ship Bottom,NJ,39.6459,-74.1835
Shipman,IL,39.1203,-90.0452
Shipman,VA,37.7272,-78.8424
Shipshewana,IN,41.6743,-85.5765
Shiremanstown,PA,40.2224,-76.9555
Shirley,AR,35.6442,-92.3137
Shirley,IN,39.8910,-85.5799
Shirley,MA,42.5734,-71.6483
Shirley,NY,40.7936,-72.8748
Shirleysburg,PA,40.2974,-77.8764
Shoal Creek Drive,MO,37.0370,-94.5228
Shoals,IN,38.6669,-86.7938
Shobonier,IL,38.8446,-89.079
Shoemakersville,PA,40.5004,-75.9700
Shohola,PA,41.4182,-74.918
Shokan,NY,41.9809,-74.2130
Shoreacres,TX,29.6203,-95.0191
Shoreham,NY,40.9570,-72.9071
Shoreham,VT,43.8862,-73.3054
Shoreline,WA,47.7564,-122.3426
Shoreview,MN,45.0842,-93.1358
Shorewood,IL,41.5169,-88.2146
Shorewood,MN,44.9034,-93.5905
Shorewood,WI,43.0913,-87.8864
Shorewood Hills,WI,43.0789,-89.4468
Short Hills,NJ,40.7389,-74.3278
Shorter,AL,32.4077,-85.9413
Shorterville,AL,31.501,-85.1135
Shortsville,NY,42.9556,-77.2227
Shoshone,ID,42.9369,-114.4055
Shoshoni,WY,43.2381,-108.1068
Show Low,AZ,34.2671,-110.0384
Shreve,OH,40.6813,-82.0217
Shreveport,LA,32.4653,-93.7955
Shrewsbury,MA,42.3648,-71.8969
Shrewsbury,MO,38.5866,-90.3282
Shrewsbury,NJ,40.3249,-74.0600
Shrewsbury,PA,39.7714,-76.6799
Shrub Oak,NY,41.3257,-73.8296
Shubert,NE,40.2359,-95.6837
Shubuta,MS,31.8620,-88.7021
Shueyville,IA,41.8462,-91.6513
Shullsburg,WI,42.5733,-90.2348
Shumway,IL,39.1834,-88.6532
Shushan,NY,43.1106,-73.3231
Shutesbury,MA,42.482,-72.4213
Sibley,IA,43.4015,-95.7430
Sibley,IL,40.5874,-88.3788
Sibley,MO,39.1758,-94.2009
Sicklerville,NJ,39.7452,-74.9934
Side Lake,MN,47.6671,-93.0424
Sidell,IL,39.9097,-87.8236
Sidney,IA,40.7459,-95.6447
Sidney,IL,40.0250,-88.0721
Sidney,KY,37.6076,-82.3648
Sidney,MI,43.2358,-85.1207
Sidney,MT,47.7152,-104.1679
Sidney,NE,41.1341,-102.9681
Sidney,OH,40.2891,-84.1667
Sidon,MS,33.4079,-90.2081
Sierra City,CA,39.5740,-120.6297
Sierra Madre,CA,34.1687,-118.0504
Sierra Vista,AZ,31.5630,-110.3153
Sierraville,CA,39.5750,-120.3637
Siesta Key,FL,27.2779,-82.5516
Sigel,IL,39.2257,-88.4945
Sigel,PA,41.3099,-79.054
Signal Hill,CA,33.8030,-118.1681
Signal Mountain,TN,35.1448,-85.3457
Sigourney,IA,41.3340,-92.2044
Sigurd,UT,38.8494,-111.9680
Sikeston,MO,36.8854,-89.5877
Silas,AL,31.7678,-88.3258
Siler,KY,36.7025,-83.955
Siler City,NC,35.7251,-79.4560
Siletz,OR,44.7219,-123.9187
Silex,MO,39.1254,-91.0574
Silo,OK,34.0356,-96.4744
Siloam Springs,AR,36.1844,-94.5315
Silsbee,TX,30.3456,-94.1764
Silt,CO,39.5483,-107.6531
Silver Bay,MN,47.2941,-91.2780
Silver Bay,NY,43.6978,-73.5071
Silver City,IA,41.1116,-95.6381
Silver City,MS,33.0951,-90.4968
Silver City,NM,32.7783,-108.2699
Silver Cliff,CO,38.1204,-105.4104
Silver Creek,GA,34.1593,-85.1429
Silver Creek,MS,31.6048,-90.0023
Silver Creek,NE,41.3152,-97.6652
Silver Creek,NY,42.5427,-79.1678
Silver Creek,WA,46.5491,-122.4757
Silver Gate,MT,45.0198,-109.9829
Silver Grove,KY,39.0404,-84.3995
Silver Lake,IN,41.0743,-85.8923
Silver Lake,KS,39.0994,-95.8563
Silver Lake,MN,44.9041,-94.1986
Silver Lake,OH,41.1594,-81.4606
Silver Plume,CO,39.6957,-105.7264
Silver Point,TN,36.1006,-85.7338
Silver Spring,MD,39.0028,-77.0207
Silver Springs,FL,29.2191,-82.0558
Silver Springs,NV,39.3826,-119.2148
Silver Springs,NY,42.6605,-78.0855
Silverado,CA,33.7482,-117.6285
Silverdale,WA,47.6663,-122.6828
Silverhill,AL,30.5455,-87.7506
Silverlake,WA,46.3163,-122.7649
Silverthorne,CO,39.6562,-106.0869
Silverton,CO,37.8107,-107.6649
Silverton,OH,39.1884,-84.4010
Silverton,OR,45.0030,-122.7808
Silverwood,MI,43.3141,-83.272
Silvis,IL,41.4976,-90.4101
Simi Valley,CA,34.2663,-118.7490
Simla,CO,39.1408,-104.0824
Simms,TX,33.3359,-94.552
Simpson,IL,37.4673,-88.7557
Simpson,NC,35.5753,-77.2790
Simpsonville,KY,38.2167,-85.3515
Simpsonville,SC,34.7287,-82.2569
Sims,NC,35.7596,-78.0598
Simsboro,LA,32.5323,-92.7839
Simsbury,CT,41.8759,-72.8012
Sinclairville,NY,42.2653,-79.2590
Singers Glen,VA,38.5500,-78.9143
Sinks Grove,WV,37.6643,-80.5409
Sinton,TX,28.0392,-97.5153
Sioux Center,IA,43.0748,-96.1707
Sioux City,IA,42.4959,-96.3901
Sioux Falls,SD,43.5396,-96.7311
Sioux Rapids,IA,42.8916,-95.1484
Siren,WI,45.7826,-92.3823
Sissonville,WV,38.5042,-81.6398
Sister Bay,WI,45.1835,-87.1271
Sisters,OR,44.2923,-121.5531
Sistersville,WV,39.5597,-80.9988
Sitka,AK,57.2401,-135.3152
Sitka,KY,37.8922,-82.8446
Six Lakes,MI,43.4337,-85.1416
Six Mile,SC,34.8082,-82.8154
Sixes,OR,42.825,-124.4409
Skamokawa,WA,46.2952,-123.4332
Skandia,MI,46.349,-87.2481
Skanee,MI,46.8789,-88.2040
Skellytown,TX,35.5704,-101.1728
Skiatook,OK,36.3699,-95.9856
Skidaway Island,GA,31.9372,-81.0449
Skidmore,TX,28.2626,-97.6854
Skillman,NJ,40.4247,-74.7140
Skippers,VA,36.5958,-77.5921
Skipwith,VA,36.7317,-78.5306
Skokie,IL,42.0360,-87.7400
Skowhegan,ME,44.7772,-69.6976
Sky Lake,FL,28.4611,-81.3913
Sky Valley,GA,34.9841,-83.3314
Skykomish,WA,47.7104,-121.3584
Skyline,MN,44.1406,-94.0341
Slanesville,WV,39.3732,-78.5228
Slate Hill,NY,41.376,-74.4847
Slater,IA,41.8807,-93.6911
Slater,MO,39.2227,-93.0650
Slatington,PA,40.7543,-75.6114
Slaton,TX,33.4421,-101.6476
Slatyfork,WV,38.388,-79.9906
Slaughter,LA,30.7219,-91.1393
Slaughter Beach,DE,38.9150,-75.3090
Slaughters,KY,37.4903,-87.5021
Slaughterville,OK,35.0910,-97.2881
Slayton,MN,43.9901,-95.7576
Sleepy Eye,MN,44.2990,-94.7234
Sleepy Hollow,IL,42.0912,-88.3138
Sleepy Hollow,NY,41.0936,-73.8722
Sleepy Hollow,WY,44.2327,-105.4309
Slidell,LA,30.2887,-89.7828
Slinger,WI,43.3317,-88.2798
Slingerlands,NY,42.6485,-73.8711
Sloan,IA,42.2328,-96.2247
Sloatsburg,NY,41.1620,-74.1902
Slocomb,AL,31.1103,-85.5954
Sloughhouse,CA,38.5143,-121.0964
Smackover,AR,33.3636,-92.7314
Smallwood,NY,41.6606,-74.8159
Smartsville,CA,39.2053,-121.2928
Smelterville,ID,47.5426,-116.1775
Smethport,PA,41.8075,-78.4439
Smilax,KY,37.1214,-83.2539
Smiley,TX,29.2713,-97.6376
Smith,NV,38.7733,-119.3029
Smith Center,KS,39.7740,-98.7831
Smith River,CA,41.9233,-124.1490
Smithboro,IL,38.8946,-89.3399
Smithdale,MS,31.3672,-90.6752
Smithfield,KY,38.3864,-85.2566
Smithfield,ME,44.6301,-69.8075
Smithfield,NC,35.5133,-78.3495
Smithfield,NE,40.5733,-99.7409
Smithfield,PA,39.8021,-79.8089
Smithfield,RI,41.8964,-71.5207
Smithfield,UT,41.8349,-111.8265
Smithfield,VA,36.9755,-76.6152
Smithfield,WV,39.5010,-80.5549
Smithland,IA,42.2288,-95.9315
Smithland,KY,37.1387,-88.4038
Smiths Creek,MI,42.9051,-82.5679
Smiths Grove,KY,37.0503,-86.2083
Smiths Station,AL,32.5280,-85.0943
Smithsburg,MD,39.6559,-77.5750
Smithshire,IL,40.7579,-90.7606
Smithton,IL,38.4159,-89.9902
Smithton,MO,38.6810,-93.0928
Smithton,PA,40.1538,-79.7424
Smithtown,NY,40.8542,-73.2138
Smithville,GA,31.9011,-84.2552
Smithville,MO,39.3919,-94.5747
Smithville,MS,34.0680,-88.3983
Smithville,OH,40.8625,-81.8604
Smithville,OK,34.4689,-94.6461
Smithville,TN,35.9584,-85.8211
Smithville,TX,30.0082,-97.1520
Smoaks,SC,33.0895,-80.8142
Smyer,TX,33.5874,-102.1636
Smyrna,DE,39.2935,-75.6083
Smyrna,GA,33.8633,-84.5168
Smyrna,NC,34.7593,-76.5274
Smyrna,SC,35.0420,-81.4094
Smyrna,TN,35.9687,-86.5264
Snead,AL,34.1162,-86.3902
Sneads,FL,30.7085,-84.9249
Sneads Ferry,NC,34.5564,-77.3824
Sneedville,TN,36.5366,-83.2098
Snelling,CA,37.5216,-120.4385
Snellville,GA,33.8562,-84.0038
Snohomish,WA,47.9276,-122.0969
Snook,TX,30.4907,-96.4670
Snoqualmie,WA,47.5293,-121.8412
Snoqualmie Pass,WA,47.4014,-121.4110
Snover,MI,43.4564,-82.9684
Snow Camp,NC,35.9066,-79.4279
Snow Hill,MD,38.1729,-75.3903
Snow Hill,NC,35.4506,-77.6769
Snow Lake Shores,MS,34.8240,-89.2385
Snowflake,AZ,34.5225,-110.0913
Snowmass Village,CO,39.2212,-106.9392
Snowshoe,WV,38.4133,-80.0068
Snyder,CO,40.3309,-103.5920
Snyder,OK,34.6550,-98.9535
Snyder,TX,32.7133,-100.9116
Soap Lake,WA,47.3914,-119.4893
Sobieski,WI,44.7227,-88.0659
Social Circle,GA,33.6505,-83.7116
Society Hill,SC,34.5098,-79.8539
Socorro,NM,34.0543,-106.9065
Socorro,TX,31.6383,-106.2601
Soda Springs,CA,39.3248,-120.3786
Soda Springs,ID,42.6590,-111.5878
Soddy-Daisy,TN,35.2571,-85.1739
Sodus,MI,42.0521,-86.3921
Sodus,NY,43.2217,-77.0514
Sodus Point,NY,43.2640,-76.9954
Solana Beach,CA,32.9943,-117.2574
Soldier,IA,41.9844,-95.7805
Soldier,KS,39.5372,-95.9657
Soldiers Grove,WI,43.3922,-90.7735
Soldotna,AK,60.4862,-151.0672
Soledad,CA,36.4432,-121.3426
Solomon,KS,38.9215,-97.3692
Solomons,MD,38.3370,-76.4604
Solon,IA,41.8055,-91.4961
Solon,ME,44.9676,-69.833
Solon,OH,41.3865,-81.4400
Solon Springs,WI,46.3495,-91.8207
Solsberry,IN,39.0834,-86.7561
Solvang,CA,34.5935,-120.1401
Solway,MN,47.5211,-95.1303
Somerdale,NJ,39.8455,-75.0218
Somers,CT,41.9978,-72.4583
Somers,MT,48.0824,-114.2344
Somers,WI,42.6411,-87.8919
Somers Point,NJ,39.3167,-74.6066
Somerset,CA,38.5953,-120.5949
Somerset,CO,38.9268,-107.4725
Somerset,KY,37.0834,-84.6109
Somerset,MA,41.756,-71.1492
Somerset,NJ,40.5083,-74.5010
Somerset,OH,39.8064,-82.2996
Somerset,PA,40.0049,-79.0778
Somerset,TX,29.2285,-98.6567
Somerset,VA,38.1997,-78.2394
Somerset,WI,45.1257,-92.6731
Somerset Center,MI,42.0388,-84.406
Somersworth,NH,43.2534,-70.8856
Somerton,AZ,32.6007,-114.6994
Somerville,IN,38.2786,-87.3770
Somerville,MA,42.3908,-71.1014
Somerville,NJ,40.5696,-74.6092
Somerville,OH,39.5639,-84.6391
Somerville,TN,35.2352,-89.3869
Somerville,TX,30.3460,-96.5311
Somis,CA,34.2652,-118.9984
Somonauk,IL,41.6419,-88.6733
Sonoita,AZ,31.6646,-110.6427
Sonoma,CA,38.2902,-122.4598
Sonora,CA,37.9819,-120.3828
Sonora,KY,37.5319,-85.8947
Sonora,TX,30.5707,-100.6423
Sontag,MS,31.6524,-90.2043
Sopchoppy,FL,30.0598,-84.4854
Soper,OK,34.0321,-95.6965
Soperton,GA,32.3782,-82.5945
Sophia,NC,35.8298,-79.8986
Sophia,WV,37.7117,-81.2525
Soquel,CA,36.9978,-121.9483
Sorento,IL,39.0008,-89.5748
Sorrento,FL,28.8087,-81.5632
Sorrento,LA,30.1828,-90.8674
Sorrento,ME,44.4907,-68.1787
Soso,MS,31.7536,-89.2759
Soudan,MN,47.8130,-92.2356
Souderton,PA,40.3110,-75.3224
Soulsbyville,CA,37.9917,-120.2617
Sound Beach,NY,40.9578,-72.9725
Sour Lake,TX,30.1378,-94.4046
South Amana,IA,41.7703,-91.9600
South Amboy,NJ,40.4852,-74.2831
South Amherst,OH,41.3518,-82.2393
South Barrington,IL,42.0881,-88.1580
South Bay,FL,26.6770,-80.7265
South Beloit,IL,42.4825,-89.0260
South Bend,IN,41.6767,-86.2696
South Bend,NE,41.0022,-96.2474
South Bend,WA,46.6678,-123.8006
South Berwick,ME,43.2321,-70.7963
South Bethany,DE,38.5160,-75.0589
South Bloomfield,OH,39.7168,-82.9930
South Bloomingville,OH,39.4174,-82.5923
South Boardman,MI,44.6400,-85.2864
South Boston,VA,36.7132,-78.9135
South Bound Brook,NJ,40.5535,-74.5277
South Branch,MI,44.5014,-83.8686
South Bristol,ME,43.8677,-69.5614
South Burlington,VT,44.4622,-73.2202
South Carthage,TN,36.2414,-85.9575
South Charleston,OH,39.8243,-83.6417
South Charleston,WV,38.3426,-81.7155
South Chicago Heights,IL,41.4831,-87.6369
South Cle Elum,WA,47.1862,-120.9526
South Coffeyville,OK,36.9921,-95.6219
South Colton,NY,44.5041,-74.8607
South Congaree,SC,33.9094,-81.1375
South Corning,NY,42.1262,-77.0356
South Dayton,NY,42.3628,-79.0510
South Daytona,FL,29.1657,-81.0055
South Deerfield,MA,42.4795,-72.5947
South El Monte,CA,34.0493,-118.0484
South Elgin,IL,41.9906,-88.3135
South English,IA,41.4522,-92.0903
South Euclid,OH,41.5240,-81.5245
South Fallsburg,NY,41.7040,-74.6331
South Floral Park,NY,40.7135,-73.7004
South Fork,CO,37.6691,-106.6417
South Fulton,TN,36.4931,-88.8835
South Gate,CA,33.9447,-118.1926
South Glens Falls,NY,43.2951,-73.6351
South Hackensack,NJ,40.8634,-74.0456
South Hadley,MA,42.2375,-72.5811
South Haven,MI,42.4011,-86.2677
South Haven,MN,45.2927,-94.2174
South Heart,ND,46.8691,-102.9927
South Hempstead,NY,40.6814,-73.6233
South Hero,VT,44.6479,-73.3017
South Highpoint,FL,27.9086,-82.7162
South Hill,VA,36.7254,-78.1287
South Holland,IL,41.5977,-87.6022
South Houston,TX,29.6611,-95.2285
South Huntington,NY,40.8225,-73.3921
South Hutchinson,KS,38.0278,-97.9429
South Jacksonville,IL,39.7025,-90.2292
South Jordan,UT,40.5570,-111.9784
South Lake Tahoe,CA,38.9393,-119.9828
South Lebanon,OH,39.3672,-84.2205
South Lyon,MI,42.4614,-83.6526
South Miami,FL,25.7079,-80.2952
South Mills,NC,36.4379,-76.3308
South Milwaukee,WI,42.9120,-87.8627
South Mountain,TX,31.4398,-97.6793
South Ogden,UT,41.1722,-111.9576
South Orange,NJ,40.7465,-74.2575
South Padre Island,TX,26.1218,-97.1703
South Palm Beach,FL,26.5898,-80.0390
South Paris,ME,44.2190,-70.5113
South Pasadena,CA,34.1103,-118.1573
South Pasadena,FL,27.7526,-82.7394
South Pekin,IL,40.4955,-89.6524
South Pittsburg,TN,35.0111,-85.7183
South Plainfield,NJ,40.5748,-74.4152
South Point,OH,38.4214,-82.5784
South Portland,ME,43.6310,-70.2895
South River,NJ,40.4455,-74.3783
South Rockwood,MI,42.0597,-83.2654
South Roxana,IL,38.8120,-90.0612
South Saint Paul,MN,44.8881,-93.046
South Salem,NY,41.2553,-73.5402
South Salem,OH,39.3372,-83.3067
South Salt Lake,UT,40.7057,-111.8986
South San Francisco,CA,37.6538,-122.4196
South Shaftsbury,VT,42.9411,-73.2020
South Shore,KY,38.7224,-82.9647
South Shore,SD,45.1016,-96.9300
South Sioux City,NE,42.4627,-96.4125
South Solon,OH,39.7374,-83.6127
South Thomaston,ME,44.0378,-69.1359
South Toms River,NJ,39.9418,-74.2087
South Tucson,AZ,32.1955,-110.9692
South Vienna,OH,39.9294,-83.6138
South Vinemont,AL,34.2349,-86.8642
South Wayne,WI,42.5676,-89.8763
South Weber,UT,41.1334,-111.9393
South Webster,OH,38.8169,-82.7282
South West City,MO,36.5319,-94.5961
South Whitley,IN,41.0840,-85.6278
South Williamson,KY,37.6633,-82.2879
South Williamsport,PA,41.2294,-77.0009
South Windham,CT,41.6850,-72.1845
South Windsor,CT,41.8341,-72.5576
South Zanesville,OH,39.9036,-82.0179
Southampton,MA,42.2247,-72.7194
Southampton,NY,40.8843,-72.3895
Southaven,MS,34.9514,-89.9786
Southborough,MA,42.2939,-71.532
Southbridge,MA,42.075,-72.0353
Southbury,CT,41.4767,-73.2241
Southern Pines,NC,35.1927,-79.4039
Southern Shores,NC,36.1205,-75.7328
Southern View,IL,39.7543,-89.6511
Southfield,MI,42.4765,-83.2605
Southgate,KY,39.0631,-84.4715
Southgate,MI,42.2047,-83.2057
Southington,CT,41.6052,-72.8727
Southington,OH,41.2983,-80.9485
Southlake,TX,32.9545,-97.1503
Southold,NY,41.0555,-72.429
Southport,IN,39.6600,-86.1171
Southport,ME,43.8199,-69.6626
Southport,NC,33.9411,-78.0205
Southside,AL,33.9007,-86.0238
Southside,TN,36.3626,-87.3061
Southside,WV,38.712,-81.9966
Southwest Harbor,ME,44.2823,-68.3265
Southwest Ranches,FL,26.0476,-80.3751
Southwick,MA,42.0511,-72.7706
Spalding,MI,45.6958,-87.511
Spalding,NE,41.6892,-98.3626
Spanaway,WA,47.0979,-122.4233
Spangle,WA,47.4299,-117.3812
Spanish Fork,UT,40.1101,-111.6405
Spanish Fort,AL,30.7254,-87.8597
Spanish Lake,MO,38.7884,-90.2077
Spanish Valley,UT,38.4743,-109.4210
Spanishburg,WV,37.4605,-81.1128
Sparkill,NY,41.0289,-73.9333
Sparkman,AR,33.9172,-92.8501
Sparks,GA,31.1693,-83.4405
Sparks,NV,39.5736,-119.7161
Sparks,OK,35.6113,-96.8191
Sparks,TX,31.6727,-106.2399
Sparks Glencoe,MD,39.5483,-76.6819
Sparland,IL,41.0295,-89.4410
Sparrow Bush,NY,41.4025,-74.7175
Sparta,GA,33.2766,-82.9704
Sparta,IL,38.1513,-89.7185
Sparta,KY,38.6969,-84.9074
Sparta,MI,43.1571,-85.7106
Sparta,MO,37.0019,-93.0843
Sparta,NC,36.5034,-81.1217
Sparta,TN,35.9347,-85.4726
Sparta,WI,43.9377,-90.8131
Spartanburg,SC,34.9442,-81.9251
Spartansburg,PA,41.8241,-79.6829
Spaulding,IL,39.8663,-89.5447
Spavinaw,OK,36.3937,-95.0502
Spearfish,SD,44.4909,-103.8155
Spearman,TX,36.1982,-101.1943
Spearsville,LA,32.9320,-92.6001
Spearville,KS,37.8481,-99.7548
Speculator,NY,43.5944,-74.3822
Speedway,IN,39.7937,-86.2481
Speedwell,TN,36.4797,-83.8135
Speedwell,VA,36.7998,-81.1834
Spencer,IA,43.1468,-95.1534
Spencer,IN,39.2862,-86.7725
Spencer,MA,42.2441,-71.9906
Spencer,NC,35.6986,-80.4254
Spencer,NE,42.8753,-98.7003
Spencer,OH,41.0991,-82.1231
Spencer,OK,35.5108,-97.3715
Spencer,SD,43.7273,-97.5911
Spencer,TN,35.7393,-85.4560
Spencer,VA,36.5968,-80.0373
Spencer,WI,44.7544,-90.2983
Spencer,WV,38.8024,-81.3531
Spencerport,NY,43.1882,-77.8067
Spencerville,MD,39.1190,-76.9828
Spencerville,OH,40.7079,-84.3526
Speonk,NY,40.8195,-72.7054
Sperry,IA,40.9572,-91.1557
Sperryville,VA,38.6562,-78.2323
Spiceland,IN,39.8433,-85.4260
Spicer,MN,45.2331,-94.9401
Spicewood,TX,30.3899,-98.0539
Spickard,MO,40.2432,-93.5923
Spillville,IA,43.2031,-91.9523
Spindale,NC,35.3597,-81.9232
Spirit Lake,IA,43.4176,-95.1109
Spirit Lake,ID,47.9658,-116.8699
Spiritwood Lake,ND,47.0743,-98.5866
Spiro,OK,35.2410,-94.6237
Splendora,TX,30.2324,-95.1616
Spokane,MO,36.8669,-93.2870
Spokane,WA,47.6671,-117.4330
Spokane Valley,WA,47.6626,-117.2346
Spooner,WI,45.8271,-91.8860
Sportsmen Acres,OK,36.2458,-95.2517
Spotswood,NJ,40.3949,-74.3920
Spotsylvania,VA,38.271,-77.6447
Spottsville,KY,37.8564,-87.4167
Spout Spring,VA,37.3643,-78.9059
Sprague River,OR,42.4567,-121.5022
Spray,OR,44.8335,-119.7949
Spring,TX,30.0613,-95.3830
Spring Arbor,MI,42.2055,-84.5551
Spring Bay,IL,40.8206,-89.5286
Spring Branch,TX,29.8849,-98.4127
Spring City,PA,40.1768,-75.5466
Spring City,TN,35.6881,-84.8622
Spring Creek,NV,40.7450,-115.5983
Spring Green,WI,43.1776,-90.0688
Spring Grove,IL,42.4545,-88.2399
Spring Grove,IN,39.8472,-84.8912
Spring Grove,MN,43.5607,-91.6373
Spring Grove,PA,39.8808,-76.8641
Spring Grove,VA,37.1901,-76.9923
Spring Hill,FL,28.4798,-82.5300
Spring Hill,KS,38.7565,-94.8201
Spring Hill,TN,35.7437,-86.9116
Spring Hope,NC,35.9441,-78.1090
Spring Lake,IN,39.7767,-85.8536
Spring Lake,MI,43.0733,-86.1944
Spring Lake,NC,35.1843,-78.9962
Spring Lake,NJ,40.1539,-74.0273
Spring Lake Park,MN,45.1161,-93.2451
Spring Mills,PA,40.8534,-77.5654
Spring Park,MN,44.9364,-93.6320
Spring Valley,CA,32.7317,-116.9766
Spring Valley,IL,41.3362,-89.2038
Spring Valley,MN,43.6888,-92.3897
Spring Valley,NY,41.1151,-74.0486
Spring Valley,OH,39.6102,-84.0070
Spring Valley,WI,44.8498,-92.2442
Springboro,OH,39.5615,-84.2348
Springboro,PA,41.8006,-80.3717
Springbrook,WI,45.9469,-91.6889
Springdale,AR,36.1901,-94.1574
Springdale,MD,38.9363,-76.8442
Springdale,OH,39.2909,-84.4760
Springdale,SC,33.9616,-81.1119
Springdale,UT,37.1816,-113.0049
Springdale,WA,48.0572,-117.7466
Springer,OK,34.2910,-97.1255
Springerville,AZ,34.1560,-109.2988
Springfield,AR,35.2729,-92.5549
Springfield,FL,30.1711,-85.6090
Springfield,GA,32.3636,-81.3030
Springfield,IL,39.7709,-89.6540
Springfield,KY,37.6922,-85.2193
Springfield,MA,42.1155,-72.5395
Springfield,MI,42.3246,-85.2371
Springfield,MN,44.2372,-94.9819
Springfield,MO,37.1943,-93.2916
Springfield,NE,41.0854,-96.1333
Springfield,NH,43.4938,-72.047
Springfield,NJ,40.7060,-74.3130
Springfield,OH,39.9300,-83.7959
Springfield,OR,44.0538,-122.9811
Springfield,SC,33.4967,-81.2795
Springfield,SD,42.8624,-97.8964
Springfield,TN,36.4949,-86.8711
Springfield,VA,38.7810,-77.1839
Springfield,VT,43.3034,-72.4778
Springfield,WI,42.6407,-88.4135
Springfield,WV,39.4450,-78.6976
Springhill,LA,33.0019,-93.4613
Springport,IN,40.0472,-85.3924
Springport,MI,42.3783,-84.6965
Springtown,TX,32.9693,-97.6804
Springvale,ME,43.4715,-70.8064
Springview,NE,42.8249,-99.7475
Springville,AL,33.7643,-86.4742
Springville,CA,36.1225,-118.8228
Springville,IA,42.0470,-91.4542
Springville,IN,38.9507,-86.6139
Springville,NY,42.5084,-78.6696
Springville,TN,36.265,-88.1459
Springville,UT,40.1638,-111.6205
Spruce,MI,44.8224,-83.5044
Spruce Creek,PA,40.6218,-78.1361
Spruce Pine,AL,34.3928,-87.7294
Spruce Pine,NC,35.9104,-82.0731
Spur,TX,33.4703,-100.8556
Squaw Valley,CA,36.6997,-119.1995
St. Cloud,MN,45.5340,-94.1718
St. George,UT,37.0758,-113.5752
St. John,KS,38.0000,-98.7611
St. Joseph,MO,39.7598,-94.8210
St. Louis,MO,38.6359,-90.2451
St. Marys,GA,30.7567,-81.5722
Staatsburg,NY,41.8540,-73.9233
Stacy,MN,45.3841,-92.9938
Stacy,NC,34.8412,-76.4289
Stacyville,IA,43.4392,-92.7841
Stafford,KS,37.9624,-98.5995
Stafford,NY,42.9829,-78.0898
Stafford,TX,29.6271,-95.5654
Stafford,VA,38.4718,-77.5102
Stafford Springs,CT,41.9595,-72.3105
Staffordsville,KY,37.8253,-82.8823
Staffordsville,VA,37.2491,-80.7344
Staley,NC,35.7979,-79.5518
Stallings,NC,35.1088,-80.6598
Stambaugh,KY,37.9166,-82.8034
Stamford,CT,41.1039,-73.5585
Stamford,TX,33.0156,-99.6716
Stamford,VT,42.7595,-73.0562
Stamping Ground,KY,38.2697,-84.6831
Stamps,AR,33.3568,-93.4955
Stanaford,WV,37.8156,-81.1491
Stanardsville,VA,38.2991,-78.4368
Stanberry,MO,40.2166,-94.5381
Stanchfield,MN,45.6656,-93.1831
Standish,CA,40.3509,-120.4068
Standish,ME,43.8142,-70.4807
Standish,MI,43.9794,-83.9637
Stanfield,NC,35.2337,-80.4303
Stanfield,OR,45.7846,-119.2187
Stanford,CA,37.4252,-122.1674
Stanford,IL,40.4322,-89.2209
Stanford,KY,37.5331,-84.6602
Stanford,MT,47.1521,-110.2190
Stanhope,IA,42.2889,-93.7960
Stanhope,NJ,40.9141,-74.7027
Stanley,IA,42.6419,-91.8122
Stanley,ID,44.2154,-114.9364
Stanley,NC,35.3552,-81.0938
Stanley,ND,48.3137,-102.3974
Stanley,NM,35.1542,-105.9764
Stanley,VA,38.5769,-78.5027
Stanley,WI,44.9597,-90.9423
Stansbury Park,UT,40.6356,-112.3054
Stanton,AL,32.7332,-86.8963
Stanton,CA,33.8003,-117.9935
Stanton,IA,40.9812,-95.1027
Stanton,KY,37.8465,-83.8564
Stanton,MI,43.2928,-85.0789
Stanton,NE,41.9471,-97.2171
Stanton,TN,35.4613,-89.4012
Stanton,TX,32.1317,-101.7927
Stantonsburg,NC,35.6053,-77.8198
Stantonville,TN,35.1569,-88.4302
Stanwood,IA,41.8927,-91.1486
Stanwood,MI,43.5805,-85.4481
Stanwood,WA,48.2449,-122.3426
Staplehurst,NE,40.9747,-97.1732
Staples,MN,46.3690,-94.8019
Stapleton,AL,30.7395,-87.7943
Stapleton,GA,33.2169,-82.4672
Star,ID,43.7026,-116.4914
Star,NC,35.3992,-79.7832
Star City,AR,33.9408,-91.8399
Star City,IN,40.9746,-86.5613
Star City,WV,39.6587,-79.9868
Star Harbor,TX,32.1927,-96.0542
Star Lake,NY,44.1613,-75.0363
Star Prairie,WI,45.1975,-92.5321
